Species	T6SS	Count
Chryseobacterium_indoltheticum_strain_G0211	TssB,TssC,TssE,TssF,TssG	5
Moritella_yayanosii_strain_DB21MT_5	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1908	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Kutzneria_sp._CA-103260	TssC,TssE,TssL,TssM	4
Proteus_penneri_S178-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Marinithermus_hydrothermalis_DSM_14884	TssA	1
Verrucosispora_sp._NA02020	TssE,TssF	2
Pseudomonas_fluorescens_PICF7	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20100100	TssA,TssD,TssE,TssG,TssM	5
Pandoraea_vervacti_strain_NS15	TssL	1
Betaproteobacteria_bacterium_GR16-43_strain_GR16-43	TssE,TssL	2
Photorhabdus_laumondii_subsp._laumondii_strain_DJC	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Capnocytophaga_stomatis_strain_H2177	TssB,TssC,TssE,TssF,TssG,TssK	6
Rhizobium_sp._L51/94	TssJ	1
Staphylococcus_sp._SM9054	TssE	1
Wenzhouxiangella_sp._AB-CW3	TssD	1
Mycobacterium_shigaense_strain_SCY	TssL	1
Alicycliphilus_denitrificans_BC	TssE,TssL	2
Frateuria_aurantia_DSM_6220	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Citrobacter_sp._RHBSTW-00017	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	10
Oceanicola_sp._D3	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Wolbachia_endosymbiont_of_Delia_radicum_iso-1	TssE	1
Thermomonas_carbonis_strain_KCTC_42013	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Leptospira_interrogans_serovar_Lai_str._IPAV	TssD,TssL	2
Flavobacterium_sediminilitoris_YSM-43	TssB,TssC,TssE,TssF,TssK	5
Echinicola_rosea_strain_JL3085	TssE,TssJ	2
Frankineae_bacterium_MT45	TssD	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20110358	TssA,TssD,TssE,TssG,TssM	5
Enterobacter_sp._RHB15-C17	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Zhongshania_aliphaticivorans_strain_SM2_strain_SM-2	TssF	1
Streptomyces_platensis_strain_ATCC_23948	TssE	1
Arsenophonus_nasoniae_strain_FIN	TssB,TssE,TssL	3
Candidatus_Sulcia_muelleri_GWSS	TssE	1
Helicobacter_cinaedi_PAGU611	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O126:H45_strain_MIN10	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Amycolatopsis_methanolica_239	TssL	1
Shinella_sp._HZN7	TssC,TssE	2
Nocardia_gipuzkoensis_FDAARGOS_1619	TssE	1
Oscillibacter_sp._PEA192	TssE,TssL	2
Pseudomonas_pelagia_strain_Kongs-67	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bulleidia_sp._zg-1006	TssL	1
Paraburkholderia_sp._DHF22	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Virgibacillus_sp._LM2416_strain_LM2416	TssE,TssL	2
Phycisphaerae_bacterium_RAS2	TssA	1
Pseudomonas_sp._R5-89-07	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Candidatus_Ruthia_sp._Crec_9_S17	TssC	1
Streptomyces_sp._MK45	TssE	1
Citrobacter_sp._Colony322	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_putida_NBRC_14164	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Escherichia_coli_O100:H21_strain_Res13-Lact-ER07-18	TssB,TssD,TssE,TssF,TssL	5
Aeromonas_salmonicida_strain_A527	TssK	1
Streptomyces_globosus_strain_LZH-48_strain_soil	TssE,TssF	2
Klebsiella_pneumoniae_subsp._pneumoniae_Kp13	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Novosphingobium_pentaromativorans_US6-1	TssA,TssE	2
Limnospira_fusiformis_SAG_85.79	TssE,TssJ	2
Dokdonia_sp._PRO95	TssG	1
Legionella_pneumophila_subsp._pneumophila_LPE509	TssL,TssM	2
Blautia_sp._SC05B48	TssC	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120219	TssA,TssD,TssE,TssG,TssM	5
Bacillus_sporothermodurans_strain_DSM_10599	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20100101	TssA,TssD,TssE,TssG,TssM	5
Streptococcus_pneumoniae_TCH8431/19A	TssE	1
Curtobacterium_sp._L6-1	TssL	1
Arthrospira_sp._PCC_9108	TssE	1
Tardiphaga_sp._vice154	TssE,TssL	2
Burkholderia_pseudomallei_K42	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Methylobacterium_nodulans_ORS_2060	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Janibacter_indicus_strain_TT2	TssG	1
Deinococcus_wulumuqiensis_strain_NEB_479	TssA,TssL	2
Nostoc_sp._TCL26-01	TssE	1
Clavibacter_sp._DM1	TssE	1
Bacillus_thuringiensis_serovar_coreanensis_strain_ST7	TssC,TssE	2
Calothrix_sp._NIES-3974	TssE,TssL	2
Pseudomonas_juntendi_18091276	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Epibacterium_mobile_strain_EPIB1	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Oceanicola_sp._strain_m2	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Serratia_rubidaea_H440	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Flavobacterium_sp._CJ74	TssA,TssE	2
Bradyrhizobium_lablabi_strain_GAS499	TssD,TssE,TssL	3
Variovorax_paradoxus_EPS	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_fischeri_MJ11	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Thompson_strain_CFSAN000738	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0313	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20110359	TssA,TssD,TssE,TssG,TssM	5
Moraxella_bovoculi_strain_22581	TssE	1
Pseudomonas_aeruginosa_YL84	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Arcobacter_skirrowii_CCUG_10374	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bosea_sp._Tri-49	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mucilaginibacter_ginsenosidivorax_strain_KHI28	TssE	1
Mycobacterium_tuberculosis_PanR0702	TssL	1
Neisseria_meningitidis_alpha14	TssE	1
Escherichia_coli_O104:H4_str._2009EL-2050	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Erwiniaceae_bacterium_PD-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodococcus_coprophilus_strain_NCTC10994	TssL	1
Streptococcus_thermophilus_ASCC_1275	TssB	1
Streptococcus_pneumoniae_gamPNI0373	TssE	1
Flexibacter_litoralis_DSM_6794	TssE	1
Entomomonas_sp._F2A	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_poae_RE*1-1-14	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_chartreusis_NRRL_3882_strain_NRRL3882	TssE,TssL	2
Weissella_viridescens_strain_NJ100	TssA,TssE	2
Proteus_columbae_strain_T60	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Desulfovibrio_vulgaris_str._Hildenborough	TssE	1
Ruminiclostridium_sp._KB18	TssL	1
Enterobacter_sp._DNB-S2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptococcus_pneumoniae_OXC141	TssE	1
Bacteroides_uniformis_strain_CL06T03C05	TssC,TssE,TssF,TssG,TssK	5
Streptomyces_sp._P3	TssG	1
Acetobacter_pasteurianus_IFO_3283-01-42C	TssM	1
Maritimibacter_sp._strain_ih11	TssJ,TssM	2
Sphingobium_cloacae_strain_JCM_10874	TssE	1
Actinoalloteichus_sp._GBA129-24	TssE	1
Klebsiella_variicola_subsp._variicola_01A065	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Apibacter_sp._HY041	TssB,TssC,TssE,TssF,TssG,TssJ,TssK	7
Rhizobium_sp._N6212	TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	8
Marinifilaceae_bacterium_SPP2	TssB,TssC,TssE,TssF	4
Eubacterium_siraeum_70/3	TssK	1
Capnocytophaga_sp._H4358	TssE,TssL	2
Burkholderia_pseudomallei_MSHR5848	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderiales_bacterium_bin300	TssD,TssE,TssF,TssK,TssL	5
Arcobacter_molluscorum_LMG_25693_strain_CECT_7696	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Paenibacillus_sp._S02	TssL	1
Neisseria_meningitidis_alpha710	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA19992322	TssA,TssD,TssE,TssG,TssM	5
Thermoanaerobacterium_saccharolyticum_JW/SL-YS485	TssB	1
Methylomonas_sp._EFPC1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Citrobacter_sp._RHB25-C09	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Bareilly_str._CFSAN000189	TssD,TssE	2
Nitrosococcus_halophilus_Nc_4	TssA	1
Peptoclostridium_difficile_BJ08	TssC	1
Halomonas_sp._A3H3	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pusillimonas_sp._DMV24BSW_D	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Apilactobacillus_kunkeei_strain_7K4AA	TssL	1
Bacillus_amyloliquefaciens_TA208	TssE	1
Labrenzia_sp._THAF191a	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Xanthomonas_citri_pv._malvacearum_strain_HD-1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0314	TssL	1
Oxynema_sp._AP17	TssE	1
Burkholderia_fungorum_strain_ATCC_BAA-463	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_aureus_04-02981	TssE	1
Aeromonas_jandaei_FDAARGOS_1523	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Anatum_str._USDA-ARS-USMARC-1175	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Providencia_rustigianii_strain_NCTC6933	TssA,TssB,TssD,TssE,TssK,TssL,TssM	7
Massilia_sp._NP310	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cylindrospermum_stagnale_PCC_7417	TssE,TssF	2
Salmonella_enterica_subsp._enterica_serovar_Ouakam_str._SA20034636_strain_SA20034636	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0703	TssL	1
Xylella_fastidiosa_subsp._fastidiosa_MAG_669	TssE	1
Erwinia_sp._J780	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Spiroplasma_endosymbiont_of_'Nebria_riversi'_strain_Nriv7	TssM	1
Klebsiella_pneumoniae_subsp._pneumoniae_1158	TssA,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	8
Halomonas_sp._SH5A2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_sp._MS389	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lysinibacillus_sphaericus_C3-41	TssD,TssE,TssL	3
Lachnospiraceae_bacterium_KM106-2	TssE	1
Dactylococcopsis_salina_PCC_8305	TssC	1
Xylella_fastidiosa_subsp._sandyi_OC8	TssE	1
Neorhizobium_galegae_bv._officinalis_bv._officinalis_str._HAMBI_1141	TssE	1
Pseudomonas_syringae_pv._syringae_strain_CFBP2118	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Bartonella_sp._Raccoon60_strain_Raccoon60	TssE	1
Desulfobulbus_propionicus_DSM_2032	TssE	1
Paucibacter_sp._KCTC_42545	TssB,TssD,TssE	3
Salmonella_enterica_subsp._enterica_serovar_Muenster_strain_CVM_22504	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK	8
Erwinia_amylovora_1-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acetobacteraceae_bacterium_strain_868	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Achromobacter_xylosoxidans_PartM-Axylosoxidans-RM8376	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_japonicum_CC829	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Diaphorobacter_aerolatus_strain_KACC_16536	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR1101	TssL	1
Brenneria_rubrifaciens_strain_6D370	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20100103	TssA,TssD,TssE,TssG,TssM	5
Serratia_sp._FDAARGOS_506_strain_Not_applicable	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Eubacterium_acidaminophilum_DSM_3953	TssL	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120002	TssA,TssD,TssE,TssG,TssM	5
Pseudoalteromonas_donghaensis_strain_HJ51	TssM	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20123395	TssA,TssD,TssE,TssG,TssM	5
Mycolicibacterium_fortuitum_subsp._fortuitum_JCM6387	TssL	1
Pseudomonas_sp._gcc21	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_sp._58S1	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Waycross_strain_RSE24	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Yersinia_pestis_biovar_Medievalis_str._Harbin_35	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Halomonas_sp._MCCC_1A13718	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._Tri1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Microbacterium_sp._WY121	TssL	1
Pseudomonas_sp._HN11	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Methylobacterium_organophilum_WPA_B	TssL	1
Micromonospora_sp._B006	TssE	1
Pseudomonas_syringae_pv._actinidiae_strain_CRAFRU_12.29	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Labrenzia_sp._THAF191b	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Pseudomonas_aeruginosa_MTB-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._R4-34-07	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0315	TssL	1
Anseongella_ginsenosidimutans_strain_Gsoil_524	TssE,TssL	2
Streptosporangium_roseum_DSM_43021	TssL	1
Dickeya_dadantii_Ech586	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pedobacter_sp._D749	TssC,TssE,TssF,TssG,TssK	5
Streptomyces_mirabilis_strain_P16B-1	TssE	1
Mycobacterium_tuberculosis_PanR0704	TssL	1
Acidovorax_ebreus_TPSY	TssG,TssL	2
Bacteroides_fragilis_CL03T12C07	TssB,TssC,TssE,TssF,TssG,TssK,TssM	7
Mycoplasma_bovis_HB0801	TssE	1
Dyella_thiooxydans_strain_ATSB10	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Pseudomonas_aeruginosa_DSM_50071	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_lundensis_strain_2T.2.5.2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Paucimonas_lemoignei_strain_NCTC10937	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Chryseobacterium_sp._G0201	TssB,TssC,TssE,TssF,TssG,TssK	6
Pseudomonas_aeruginosa_CI27	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Citrobacter_sp._RHBSTW-00976	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	10
Myxococcus_sp._(contaminant_ex_DSM_436)	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Ralstonia_solanacearum_FJAT-1458	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Arthrobacter_sp._ERGS1:01	TssE	1
Yersinia_intermedia_N6/293	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Echinicola_vietnamensis_DSM_17526	TssE,TssJ	2
Marinomonas_sp._SM1966	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Clostridium_botulinum_F_str._230613	TssB,TssE	2
Pseudomonas_sp._IzPS32d	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_K-12	TssD,TssE,TssL	3
Rhodococcus_sp._2G	TssE	1
Myxococcus_stipitatus_DSM_14675	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bacillus_aquiflavi_3H-10	TssE,TssL	2
Nitrospira_moscoviensis_strain_NSP_M-1	TssE	1
Sphingopyxis_sp._YF1	TssE	1
Chloroherpeton_thalassium_ATCC_35110	TssE	1
Cupriavidus_oxalaticus_strain_Ox1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Corynebacterium_casei_LMG_S-19264	TssL	1
Fluviicola_sp._RIFCSPHIGHO2_02_FULL_43_260	TssE	1
Paludibacterium_sp._B53371	TssE	1
Nitratireductor_sp._OM-1	TssL	1
Persephonella_marina_EX-H1	TssE	1
Vibrio_cincinnatiensis_strain_1398-82	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Phytohabitans_flavus_strain_NBRC_107702	TssE,TssL	2
Sphingomonas_sp._WHSC-8	TssE	1
Bacterioplanes_sanyensis_strain_NV9	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Legionella_jordanis_strain_NCTC11533	TssE,TssL,TssM	3
Sinorhizobium_fredii_USDA_257	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Francisella_noatunensis_subsp._orientalis_FNO24	TssA,TssB,TssK,TssL,TssM	5
Moorella_glycerini_strain_DSM_11254	TssL	1
Cryobacterium_sp._PAMC25264	TssL	1
Candidatus_Saccharibacteria_bacterium_FS14P	TssL	1
Vibrio_penaeicida_IFO_15641	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_yuanmingense_strain_WBAH30	TssC,TssE	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120003	TssA,TssD,TssE,TssG,TssM	5
Rhodoferax_antarcticus_strain_DSM_24876	TssE	1
Clavibacter_michiganensis_subsp._capsici_strain_1101	TssE	1
Sulfurimonas_sp._S2-6	TssE	1
Pandoraea_sputorum_DSM_21091	TssE,TssL	2
Serratia_nematodiphila_strain_DH-S01_strain_not_collected	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pedobacter_sp._G11	TssE	1
Corynebacterium_diphtheriae_CDCE_8392	TssB	1
Nitrospiraceae_bacterium_bin1476	TssE	1
Paludisphaera_borealis_strain_PX4	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Escherichia_coli_O18ac:H14_strain_873.10	TssB,TssD,TssE,TssG,TssL	5
Salmonella_enterica_subsp._enterica_serovar_Bardo_strain_SA20113257	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Altibacter_sp._ALE3EI	TssL	1
Acinetobacter_sp._NEB_394	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Actinomyces_sp._HMT_897	TssL	1
Mannheimia_haemolytica_D174	TssE	1
Escherichia_coli_O89m:H10_strain_MIN12	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseriaceae_bacterium_26B	TssA,TssE	2
Mycobacterium_tuberculosis_PanR0316	TssL	1
Streptomyces_sp._CCM_MD2014	TssE	1
Bradyrhizobium_sp._CCBAU_51765	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Hafnia_alvei_strain_A23BA	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Serratia_sp._SSNIH1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lonsdalea_populi_strain_N-5-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._St29	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Prevotella_sp._oral_taxon_475_strain_F0059	TssA	1
Pseudomonas_multiresinivorans_strain_populi	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Pseudomonas_fluorescens_SS101	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Agromyces_sp._KACC_19306	TssE,TssF	2
Streptococcus_merionis_strain_NCTC13788	TssB	1
Rothia_mucilaginosa_strain_CECT30005	TssC	1
Streptomyces_sp._TLI_053	TssE,TssF	2
Mycoplasma_anseris_strain_ATCC_49234	TssC	1
Alicyclobacillus_sp._TC	TssB	1
Phascolarctobacterium_succinatutens_YIT_12067_strain_Phascolarctobacterium_succinatutens_82G5	TssB	1
Burkholderia_thailandensis_34	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Zymomonas_mobilis_subsp._mobilis_NRRL_B-12526	TssE	1
Sphingomonas_panacis_strain_DCY99	TssE	1
Francisella_sp._TX077310	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_aeruginosa_LES431	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Azospirillum_lipoferum_4B	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Halomonas_titanicae_strain_GPM3	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Variovorax_sp._PMC12	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lysobacter_enzymogenes_strain_C3	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Bifidobacterium_dentium_JCM_1195_=_DSM_20436	TssL	1
Streptomyces_sp._QMT-28	TssE	1
Cellvibrio_japonicus_Ueda107	TssC,TssE	2
Paenibacillus_borealis_DSM_13188	TssE	1
Pseudomonas_monteilii_SB3078	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Haliangium_ochraceum_DSM_14365	TssA,TssB,TssE,TssF,TssK,TssL	6
Proteus_sp._ZN5	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Methanosarcina_horonobensis_HB-1_=_JCM_15518	TssE	1
Avibacterium_paragallinarum_ZJ-C	TssE	1
Qipengyuania_sp._1NDH1	TssE	1
Haemophilus_influenzae_CGSHiCZ412602	TssB	1
Mycobacterium_tuberculosis_PanR0317	TssL	1
Serratia_plymuthica_S13	TssE	1
Pseudomonas_aeruginosa_M18	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Thiomicrospira_sp._S5	TssJ,TssL	2
Azotobacter_salinestris_strain_KACC_13899	TssA,TssD,TssM	3
Mannheimia_sp._ZY171111	TssE	1
Spirosoma_sp._HA7	TssB,TssC,TssE,TssF,TssG,TssK	6
Bacillus_anthracis_str._H9401	TssE	1
Pseudomonas_sp._M30-35_strain_M30-35	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pandoraea_oxalativorans_strain_DSM-23570	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Enterobacter_sp._YD4	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aeromonas_schubertii_strain_LF1708	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Paenibacillus_lentus_strain_DSM_25539	TssE	1
Escherichia_coli_O84:H7_strain_Trh52	TssD,TssE,TssL	3
Mycobacterium_kansasii_ATCC_12478	TssL	1
Mycoplasma_gallisepticum_str._R(high)	TssE	1
Sulfuriferula_sp._AH1_strain_AH1	TssE	1
Chryseobacterium_sp._17S1E7	TssB,TssC,TssE,TssF,TssG,TssK	6
Staphylococcus_lugdunensis_HKU09-01	TssA,TssE	2
Salmonella_enterica_subsp._enterica_serovar_Braenderup_strain_FORC93	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_aureus_subsp._aureus_TW20_strain_582	TssE	1
Vibrio_cholerae_MJ-1236	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_sp._THAF192	TssL	1
Youhaiella_tibetensis_strain_fig4	TssE	1
Lysobacter_helvus_strain_D10_strain_JCM32364	TssE,TssF	2
Klebsiella_sp._PL-2018	TssA,TssB,TssD,TssF,TssG,TssJ,TssK,TssL,TssM	9
Xanthomonas_oryzae_NJ01	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
